"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0004026929","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","1920","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","6","保健師・助産師・看護師・准看護師 就業助産師数，実人員－常勤換算・就業場所・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業助産師数，実人員－常勤換算・就業場所・都道府県別","注：データは各年末現在の数値である。",""
"0004027017","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","384","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","6","歯科衛生士・歯科技工士・歯科技工所 歯科技工所数，業務に従事する者数・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","歯科衛生士・歯科技工士・歯科技工所","歯科技工所数，業務に従事する者数・都道府県別","注：データは各年末現在の数値である。",""
"0004027017","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","384","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","6","歯科衛生士・歯科技工士・歯科技工所 歯科技工所数，業務に従事する者数・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","歯科衛生士・歯科技工士・歯科技工所","歯科技工所数，業務に従事する者数・都道府県別","注：データは各年末現在の数値である。",""
"0004026939","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","130","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","7","保健師・助産師・看護師・准看護師 就業助産師数，雇用形態・就業場所別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業助産師数，雇用形態・就業場所別","注：データは各年末現在の数値である。",""
"0004026942","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","1980","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","8","保健師・助産師・看護師・准看護師 就業看護師数，実人員－常勤換算・就業場所・性・年齢階級別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業看護師数，実人員－常勤換算・就業場所・性・年齢階級別","注：データは各年末現在の数値である。",""
"0004026944","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","6336","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","9","保健師・助産師・看護師・准看護師 就業看護師数，実人員－常勤換算・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業看護師数，実人員－常勤換算・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026944","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","6336","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","9","保健師・助産師・看護師・准看護師 就業看護師数，実人員－常勤換算・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業看護師数，実人員－常勤換算・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026946","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","15840","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E10","保健師・助産師・看護師・准看護師 就業看護師数，雇用形態・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業看護師数，雇用形態・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026946","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","15840","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E10","保健師・助産師・看護師・准看護師 就業看護師数，雇用形態・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業看護師数，雇用形態・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026948","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","2304","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E11","保健師・助産師・看護師・准看護師 就業准看護師数，性・年齢階級・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業准看護師数，性・年齢階級・都道府県別","注：データは各年末現在の数値である。",""
"0004026948","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","2304","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E11","保健師・助産師・看護師・准看護師 就業准看護師数，性・年齢階級・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業准看護師数，性・年齢階級・都道府県別","注：データは各年末現在の数値である。",""
"0004026952","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","15840","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E13","保健師・助産師・看護師・准看護師 就業准看護師数，雇用形態・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業准看護師数，雇用形態・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026952","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","15840","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E13","保健師・助産師・看護師・准看護師 就業准看護師数，雇用形態・就業場所・都道府県・性別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業准看護師数，雇用形態・就業場所・都道府県・性別","注：データは各年末現在の数値である。",""
"0004026955","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","17280","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E15","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級・都道府県別","注：データは各年末現在の数値である。",""
"0004026955","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","17280","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E15","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業保健師・助産師・看護師数（特定行為研修を修了した者），就業場所・年齢階級・都道府県別","注：データは各年末現在の数値である。",""
"0004026958","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","37440","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E17","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所・都道府県別","注：データは各年末現在の数値である。",""
"0004026958","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","都道府県","37440","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E17","保健師・助産師・看護師・准看護師 就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業保健師・助産師・看護師数（特定行為研修を修了した者），特定行為区分・領域別パッケージ研修・就業場所・都道府県別","注：データは各年末現在の数値である。",""
"0004026863","衛生行政報告例 衛生行政報告例 隔年報","年次","202001-202012","2025-03-27","0","全国","7920","2025-03-27","","00450027","衛生行政報告例","00450","厚生労働省","E2","保健師・助産師・看護師・准看護師 就業保健師数，性・免許の種別・年齢階級・都道府県別","15","社会保障・衛生","04","保健衛生","衛生行政報告例","衛生行政報告例","隔年報","保健師・助産師・看護師・准看護師","就業保健師数，性・免許の種別・年齢階級・都道府県別","注：１．「免許の種別」は、就業保健師のうち、保健師免許以外に助産師、看護師又は准看護師の各免許を所有している者の数である。<BR>　　２．データは各年末現在の数値である。",""
