"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003031862","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","144","2025-03-21","","00450022","患者調査","00450","厚生労働省","2-1","推計患者数の年次推移，入院－外来×性・年齢階級別（昭和３０年～４０年）","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数の年次推移，入院－外来×性・年齢階級別（昭和３０年～４０年）","","",""
"0003027279","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","4500","2025-03-21","","00450022","患者調査","00450","厚生労働省","20","推計患者数，入院(新入院－繰越入院)－外来・救急の状況×性・年齢階級×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数，入院(新入院－繰越入院)－外来・救急の状況×性・年齢階級×病院－一般診療所別","","",""
"0003027294","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","3540","2025-03-21","","00450022","患者調査","00450","厚生労働省","21","推計患者数，入院（新入院－繰越入院）－外来・救急の状況　×　傷病分類　×　病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数，入院（新入院－繰越入院）－外来・救急の状況　×　傷病分類　×　病院－一般診療所別","","",""
"0003027304","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","270","2025-03-21","","00450022","患者調査","00450","厚生労働省","22","推計入院患者数，入院（新入院－繰越入院）・救急の状況×入院（重症度等）の状況×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計入院患者数，入院（新入院－繰越入院）・救急の状況×入院（重症度等）の状況×病院－一般診療所別","","",""
"0003027320","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","7200","2025-03-21","","00450022","患者調査","00450","厚生労働省","23","推計入院患者数，入院（重症度等）の状況×性・年齢階級×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計入院患者数，入院（重症度等）の状況×性・年齢階級×病院－一般診療所・病床の種類別","","",""
"0003027331","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1062","2025-03-21","","00450022","患者調査","00450","厚生労働省","24","推計入院患者数，入院（重症度等）の状況×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計入院患者数，入院（重症度等）の状況×傷病分類×病院－一般診療所別","","",""
"0003027382","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1056","2025-03-21","","00450022","患者調査","00450","厚生労働省","25","推計入院患者数，入院（重症度等）の状況×入院期間×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計入院患者数，入院（重症度等）の状況×入院期間×病院－一般診療所・病床の種類別","","",""
"0003027398","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","4248","2025-03-21","","00450022","患者調査","00450","厚生労働省","27-1","入院受療率（人口１０万対），性・年齢階級×傷病分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","入院受療率（人口１０万対），性・年齢階級×傷病分類別","","",""
"0003029620","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","12744","2025-03-21","","00450022","患者調査","00450","厚生労働省","27-2","外来受療率（人口10万対），性・年齢階級 × 傷病分類 × 外来（初診－再来）別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","外来受療率（人口10万対），性・年齢階級 × 傷病分類 × 外来（初診－再来）別","","",""
"0003027270","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","13275","2025-03-21","","00450022","患者調査","00450","厚生労働省","29","推計退院患者数，性・年齢階級×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，性・年齢階級×傷病分類×病院－一般診療所別","","",""
"0003031863","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1566","2025-03-21","","00450022","患者調査","00450","厚生労働省","3-1","推計患者数の年次推移，入院－外来×傷病分類別（昭和５４年～平成５年）","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数の年次推移，入院－外来×傷病分類別（昭和５４年～平成５年）","","",""
"0003027295","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1200","2025-03-21","","00450022","患者調査","00450","厚生労働省","30","推計退院患者数，病院－一般診療所・病床の種類×性・年齢階級別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，病院－一般診療所・病床の種類×性・年齢階級別","","",""
"0003027307","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","944","2025-03-21","","00450022","患者調査","00450","厚生労働省","31","推計退院患者数，病院－一般診療所・病床の種類×傷病分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，病院－一般診療所・病床の種類×傷病分類別","","",""
"0003027321","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","2475","2025-03-21","","00450022","患者調査","00450","厚生労働省","32","推計退院患者数，入院前の場所×性・年齢階級×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，入院前の場所×性・年齢階級×病院－一般診療所別","","",""
"0003027371","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1947","2025-03-21","","00450022","患者調査","00450","厚生労働省","33","推計退院患者数，入院前の場所×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，入院前の場所×傷病分類×病院－一般診療所別","","",""
"0003027390","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","2464","2025-03-21","","00450022","患者調査","00450","厚生労働省","34","推計退院患者数，入院前の場所×退院後の行き先×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，入院前の場所×退院後の行き先×病院－一般診療所・病床の種類別","","",""
"0003027404","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","3150","2025-03-21","","00450022","患者調査","00450","厚生労働省","35","推計退院患者数，退院後の行き先×性・年齢階級×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，退院後の行き先×性・年齢階級×病院－一般診療所別","","",""
"0003027266","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","2478","2025-03-21","","00450022","患者調査","00450","厚生労働省","36","推計退院患者数，退院後の行き先×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，退院後の行き先×傷病分類×病院－一般診療所別","","",""
"0003027276","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1575","2025-03-21","","00450022","患者調査","00450","厚生労働省","37","推計退院患者数，転帰×性・年齢階級×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，転帰×性・年齢階級×病院－一般診療所別","","",""
"0003027896","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1239","2025-03-21","","00450022","患者調査","00450","厚生労働省","38","推計退院患者数，転帰×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，転帰×傷病分類×病院－一般診療所別","","",""
"0003027310","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","105","2025-03-21","","00450022","患者調査","00450","厚生労働省","39","推計退院患者数，転帰×救急の状況×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，転帰×救急の状況×病院－一般診療所別","","",""
"0003029483","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","784","2025-03-21","","00450022","患者調査","00450","厚生労働省","40","推計退院患者数，転帰×在院期間×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，転帰×在院期間×病院－一般診療所・病床の種類別","","",""
"0003027370","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1568","2025-03-21","","00450022","患者調査","00450","厚生労働省","41","推計退院患者数，転帰×退院後の行き先×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，転帰×退院後の行き先×病院－一般診療所・病床の種類別","","",""
"0003027387","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","450","2025-03-21","","00450022","患者調査","00450","厚生労働省","42","推計退院患者数，がん治療（化学療法・放射線治療）の状況×性・年齢階級別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，がん治療（化学療法・放射線治療）の状況×性・年齢階級別","","",""
"0003027428","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","2700","2025-03-21","","00450022","患者調査","00450","厚生労働省","43","推計退院患者数，手術の有無・手術名 × 性・年齢階級 × 病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，手術の有無・手術名 × 性・年齢階級 × 病院－一般診療所別","","",""
"0003029493","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","8400","2025-03-21","","00450022","患者調査","00450","厚生労働省","44","推計退院患者数，在院期間×性・年齢階級×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，在院期間×性・年齢階級×病院－一般診療所・病床の種類別","","",""
"0003027478","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1416","2025-03-21","","00450022","患者調査","00450","厚生労働省","45","推計退院患者数，在院期間－中央値×傷病分類×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，在院期間－中央値×傷病分類×病院－一般診療所別","","",""
"0003027930","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1568","2025-03-21","","00450022","患者調査","00450","厚生労働省","46","推計退院患者数，在院期間×退院後の行き先×病院－一般診療所・病床の種類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数，在院期間×退院後の行き先×病院－一般診療所・病床の種類別","","",""
"0003027906","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","462","2025-03-21","","00450022","患者調査","00450","厚生労働省","48","退院患者平均在院日数，入院前の場所×退院後の行き先×病院－一般診療所別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","退院患者平均在院日数，入院前の場所×退院後の行き先×病院－一般診療所別","","",""
"0003027899","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1200","2025-03-21","","00450022","患者調査","00450","厚生労働省","49","退院患者平均在院日数，病院－一般診療所・病床の種類×性・年齢階級別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","退院患者平均在院日数，病院－一般診療所・病床の種類×性・年齢階級別","","",""
"0003027311","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","944","2025-03-21","","00450022","患者調査","00450","厚生労働省","50","退院患者平均在院日数，病院－一般診療所・病床の種類×傷病分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","退院患者平均在院日数，病院－一般診療所・病床の種類×傷病分類別","","",""
"0003027934","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","60","2025-03-21","","00450022","患者調査","00450","厚生労働省","51","術前・術後の平均在院日数，病院－一般診療所×手術名別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","術前・術後の平均在院日数，病院－一般診療所×手術名別","","",""
"0003027326","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1200","2025-03-21","","00450022","患者調査","00450","厚生労働省","52","歯科診療所の推計患者数，年齢階級×性・歯科分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","歯科診療所の推計患者数，年齢階級×性・歯科分類別","","",""
"0003027938","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","525","2025-03-21","","00450022","患者調査","00450","厚生労働省","53","歯科診療所の推計患者数，診療費負担区分×性・年齢階級別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","歯科診療所の推計患者数，診療費負担区分×性・年齢階級別","","",""
"0003028710","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","336","2025-03-21","","00450022","患者調査","00450","厚生労働省","54","歯科診療所の推計患者数，診療費負担区分 × 性・歯科分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","歯科診療所の推計患者数，診療費負担区分 × 性・歯科分類別","","",""
"0003027935","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1152","2025-03-21","","00450022","患者調査","00450","厚生労働省","55","歯科診療所の推計患者数，診療費支払方法×性・歯科分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","歯科診療所の推計患者数，診療費支払方法×性・歯科分類別","","",""
"0003027937","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1296","2025-03-21","","00450022","患者調査","00450","厚生労働省","56","歯科診療所の推計患者数，初診－再来×性・歯科分類別；再来患者の平均診療間隔，年齢階級×性・歯科分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","歯科診療所の推計患者数，初診－再来×性・歯科分類別；再来患者の平均診療間隔，年齢階級×性・歯科分類別","","",""
"0003027318","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1650","2025-03-21","","00450022","患者調査","00450","厚生労働省","57","精神科病院の推計患者数，年齢階級×性・疾病分類（精神及び行動の障害）×入院－外来別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","精神科病院の推計患者数，年齢階級×性・疾病分類（精神及び行動の障害）×入院－外来別","","",""
"0003027902","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","825","2025-03-21","","00450022","患者調査","00450","厚生労働省","58","精神科病院の推計退院患者数，年齢階級×性・疾病分類（精神及び行動の障害）別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","精神科病院の推計退院患者数，年齢階級×性・疾病分類（精神及び行動の障害）別","","",""
"0003027903","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","825","2025-03-21","","00450022","患者調査","00450","厚生労働省","59","精神科病院の退院患者平均在院日数，年齢階級×性・疾病分類（精神及び行動の障害）別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","精神科病院の退院患者平均在院日数，年齢階級×性・疾病分類（精神及び行動の障害）別","","",""
"0003027968","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","1260","2025-03-21","","00450022","患者調査","00450","厚生労働省","60","推計患者数（外傷），外傷の原因×性・外傷分類×入院－外来別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数（外傷），外傷の原因×性・外傷分類×入院－外来別","","",""
"0003027389","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","630","2025-03-21","","00450022","患者調査","00450","厚生労働省","61","推計退院患者数（外傷），外傷の原因×性・外傷分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計退院患者数（外傷），外傷の原因×性・外傷分類別","","",""
"0003027403","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","630","2025-03-21","","00450022","患者調査","00450","厚生労働省","62","退院患者平均在院日数（外傷），外傷の原因×性・外傷分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","退院患者平均在院日数（外傷），外傷の原因×性・外傷分類別","","",""
"0003029498","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","4350","2025-03-21","","00450022","患者調査","00450","厚生労働省","63","総患者数，性・年齢階級×傷病分類別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","総患者数，性・年齢階級×傷病分類別","","",""
"0003027432","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","750","2025-03-21","","00450022","患者調査","00450","厚生労働省","65","主傷病及び副傷病でみた推計患者数，性・年齢階級×糖尿病・高血圧（症）・高脂血症との組み合わせ別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","主傷病及び副傷病でみた推計患者数，性・年齢階級×糖尿病・高血圧（症）・高脂血症との組み合わせ別","","",""
"0003027998","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2011-04-01","0","該当なし","546","2025-03-21","","00450022","患者調査","00450","厚生労働省","8","推計患者数・構成割合，入院－外来の種別×施設の種別別","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","推計患者数・構成割合，入院－外来の種別×施設の種別別","","",""
"0003013254","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2010-02-26","0","該当なし","312","2019-03-29","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第2-4表　推計患者数の年次推移，入院－外来×性・年齢階級別（平成11年～20年）","上巻第2-4表　推計患者数の年次推移，入院－外来×性・年齢階級別（平成11年～20年）","",""
"0003013257","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2010-02-26","0","該当なし","300","2019-03-29","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第2-2表　推計患者数の年次推移，入院－外来×性・年齢階級別（昭和45年～58年）","上巻第2-2表　推計患者数の年次推移，入院－外来×性・年齢階級別（昭和45年～58年）","",""
"0003013258","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2015-12-17","0","該当なし","315","2019-03-22","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第2-3表　推計患者数の年次推移，入院－外来×性・年齢階級別（昭和59年～平成8年）","上巻第2-3表　推計患者数の年次推移，入院－外来×性・年齢階級別（昭和59年～平成8年）","",""
"0003013268","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2010-02-26","0","該当なし","135","2019-03-22","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第4-1表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和30年～40年）","上巻第4-1表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和30年～40年）","",""
"0003013269","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2010-02-26","0","該当なし","285","2019-03-29","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第4-2表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和45年～58年）","上巻第4-2表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和45年～58年）","",""
"0003013270","平成８年～令和２年患者調査 平成20年患者調査 上巻（全国）","-","0","2010-02-26","0","該当なし","300","2019-03-22","","00450022","患者調査","00450","厚生労働省","","","15","社会保障・衛生","05","医療","平成８年～令和２年患者調査","平成20年患者調査","上巻（全国）","上巻第4-3表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和59年～平成8年）","上巻第4-3表　受療率（人口10万対）の年次推移，入院－外来×性・年齢階級別（昭和59年～平成8年）","",""
