"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_NAME"
"0004019962","病院報告 令和３年病院報告 全国編 月別推移","年次","202101-202112","2024-09-05","0","全国","559","2024-09-05","","00450023","病院報告","00450","厚生労働省","J9-2","在院患者延数・月末在院患者数・新入院患者数・退院患者数・平均在院日数・月末病床利用率・病床数，月・病床の種類別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","月別推移","在院患者延数・月末在院患者数・新入院患者数・退院患者数・平均在院日数・月末病床利用率・病床数，月・病床の種類別"
"0004019965","病院報告 令和３年病院報告 全国編 開設者","年次","202101-202112","2024-09-05","0","全国","2232","2024-09-05","","00450023","病院報告","00450","厚生労働省","J18","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","開設者","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・開設者（小分類）別"
"0004019966","病院報告 令和３年病院報告 全国編 開設者","年次","202101-202112","2024-09-05","0","全国","124","2024-09-05","","00450023","病院報告","00450","厚生労働省","J21","外来患者延数，病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","開設者","外来患者延数，病院の種類・開設者（小分類）別"
"0004019967","病院報告 令和３年病院報告 全国編 開設者","年次","202101-202112","2024-09-05","0","全国","310","2024-09-05","","00450023","病院報告","00450","厚生労働省","J22","病院数（６月末現在），病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","開設者","病院数（６月末現在），病院の種類・開設者（小分類）別"
"0004019968","病院報告 令和３年病院報告 全国編 開設者","年次","202101-202112","2024-09-05","0","全国","1302","2024-09-05","","00450023","病院報告","00450","厚生労働省","J26","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","開設者","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・開設者（小分類）別"
"0004019969","病院報告 令和３年病院報告 全国編 病床規模","年次","202101-202112","2024-09-05","0","全国","1080","2024-09-05","","00450023","病院報告","00450","厚生労働省","J32","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","病床規模","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・病床規模別"
"0004019970","病院報告 令和３年病院報告 全国編 病床規模","年次","202101-202112","2024-09-05","0","全国","60","2024-09-05","","00450023","病院報告","00450","厚生労働省","J35","外来患者延数，病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","病床規模","外来患者延数，病院の種類・病床規模別"
"0004019971","病院報告 令和３年病院報告 全国編 病床規模","年次","202101-202112","2024-09-05","0","全国","150","2024-09-05","","00450023","病院報告","00450","厚生労働省","J36","病院数（６月末現在），病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","病床規模","病院数（６月末現在），病院の種類・病床規模別"
"0004019972","病院報告 令和３年病院報告 全国編 病床規模","年次","202101-202112","2024-09-05","0","全国","630","2024-09-05","","00450023","病院報告","00450","厚生労働省","J40","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","病床規模","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・病床規模別"
"0004019974","病院報告 令和３年病院報告 全国編 療養病床","年次","202101-202112","2024-09-05","0","全国","196","2024-09-05","","00450023","病院報告","00450","厚生労働省","J46","療養病床・介護療養病床の患者数・病床利用率・平均在院日数，開設者（大分類）・病院－診療所別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","療養病床","療養病床・介護療養病床の患者数・病床利用率・平均在院日数，開設者（大分類）・病院－診療所別"
"0004019975","病院報告 令和３年病院報告 全国編 療養病床","年次","202101-202112","2024-09-05","0","全国","234","2024-09-05","","00450023","病院報告","00450","厚生労働省","J47","病院・診療所の療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","療養病床","病院・診療所の療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別"
"0004019976","病院報告 令和３年病院報告 全国編 療養病床","年次","202101-202112","2024-09-05","0","全国","234","2024-09-05","","00450023","病院報告","00450","厚生労働省","J50","病院・診療所の介護療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","全国編","療養病床","病院・診療所の介護療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別"
"0004019977","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","9432","2024-09-05","","00450023","病院報告","00450","厚生労働省","G1","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019977","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","9432","2024-09-05","","00450023","病院報告","00450","厚生労働省","G1","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019981","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","3144","2024-09-05","","00450023","病院報告","00450","厚生労働省","G15","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019981","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","3144","2024-09-05","","00450023","病院報告","00450","厚生労働省","G15","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019978","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","G4","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019978","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","G4","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019979","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","1310","2024-09-05","","00450023","病院報告","00450","厚生労働省","G5","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019979","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","1310","2024-09-05","","00450023","病院報告","00450","厚生労働省","G5","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019980","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","5633","2024-09-05","","00450023","病院報告","00450","厚生労働省","G9","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019980","病院報告 令和３年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","5633","2024-09-05","","00450023","病院報告","00450","厚生労働省","G9","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019982","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","全国","1179","2024-09-05","","00450023","病院報告","00450","厚生労働省","G19-1","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019982","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","都道府県","1179","2024-09-05","","00450023","病院報告","00450","厚生労働省","G19-1","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019984","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","全国","2358","2024-09-05","","00450023","病院報告","00450","厚生労働省","G19-2","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019984","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","都道府県","2358","2024-09-05","","00450023","病院報告","00450","厚生労働省","G19-2","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019983","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","全国","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","G22","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019983","病院報告 令和３年病院報告 都道府県編 人口10万対1日平均患者数","年次","202101-202112","2024-09-05","0","都道府県","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","G22","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019985","病院報告 令和３年病院報告 都道府県編 療養病床","年次","202101-202112","2024-09-05","0","全国","1834","2024-09-05","","00450023","病院報告","00450","厚生労働省","G23","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","療養病床","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019985","病院報告 令和３年病院報告 都道府県編 療養病床","年次","202101-202112","2024-09-05","0","都道府県","1834","2024-09-05","","00450023","病院報告","00450","厚生労働省","G23","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","療養病床","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019987","病院報告 令和３年病院報告 都道府県編 療養病床","年次","202101-202112","2024-09-05","0","全国","1834","2024-09-05","","00450023","病院報告","00450","厚生労働省","G25","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","療養病床","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019987","病院報告 令和３年病院報告 都道府県編 療養病床","年次","202101-202112","2024-09-05","0","都道府県","1834","2024-09-05","","00450023","病院報告","00450","厚生労働省","G25","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","都道府県編","療養病床","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019988","病院報告 令和３年病院報告 閲覧（閲覧表） 全国","年次","202101-202112","2024-09-05","0","全国","496","2024-09-05","","00450023","病院報告","00450","厚生労働省","E1","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数・１日平均外来患者数，病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","全国","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数・１日平均外来患者数，病院の種類・開設者（小分類）別"
"0004019989","病院報告 令和３年病院報告 閲覧（閲覧表） 全国","年次","202101-202112","2024-09-05","0","全国","315","2024-09-05","","00450023","病院報告","00450","厚生労働省","E5","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","全国","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・病床規模別"
"0004019990","病院報告 令和３年病院報告 閲覧（閲覧表） 全国","年次","202101-202112","2024-09-05","0","全国","60","2024-09-05","","00450023","病院報告","00450","厚生労働省","E8","１日平均外来患者数，病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","全国","１日平均外来患者数，病院の種類・病床規模別"
"0004019992","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","4716","2024-09-05","","00450023","病院報告","00450","厚生労働省","E13","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019992","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","4716","2024-09-05","","00450023","病院報告","00450","厚生労働省","E13","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019993","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","E16","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019993","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","524","2024-09-05","","00450023","病院報告","00450","厚生労働省","E16","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019994","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","2751","2024-09-05","","00450023","病院報告","00450","厚生労働省","E17","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019994","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","2751","2024-09-05","","00450023","病院報告","00450","厚生労働省","E17","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004019991","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","全国","22008","2024-09-05","","00450023","病院報告","00450","厚生労働省","E9","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別"
"0004019991","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202101-202112","2024-09-05","0","都道府県","22008","2024-09-05","","00450023","病院報告","00450","厚生労働省","E9","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別"
"0004019995","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県","年次","202101-202112","2024-09-05","0","全国","864","2024-09-05","","00450023","病院報告","00450","厚生労働省","E20","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別"
"0004019995","病院報告 令和３年病院報告 閲覧（閲覧表） 都道府県","年次","202101-202112","2024-09-05","0","都道府県","864","2024-09-05","","00450023","病院報告","00450","厚生労働省","E20","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","都道府県","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別"
"0004019996","病院報告 令和３年病院報告 閲覧（閲覧表） 二次医療圏","年次","202101-202112","2024-09-05","0","全国","2298","2024-09-05","","00450023","病院報告","00450","厚生労働省","E23","病床利用率・平均在院日数，療養病床－一般病床（再掲）・二次医療圏別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","二次医療圏","病床利用率・平均在院日数，療養病床－一般病床（再掲）・二次医療圏別"
"0004019997","病院報告 令和３年病院報告 閲覧（閲覧表） 二次医療圏","年次","202101-202112","2024-09-05","0","全国","1532","2024-09-05","","00450023","病院報告","00450","厚生労働省","E25","１日平均在院患者数，一般病院（再掲）・二次医療圏別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","二次医療圏","１日平均在院患者数，一般病院（再掲）・二次医療圏別"
