"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003404072","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合季節調整済指数【四半期】 稼働率（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","925","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合季節調整済指数【四半期】","稼働率（2015＝100.0）"
"0003404073","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合原指数【年・年度・四半期】 能力（期末）（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","1350","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合原指数【年・年度・四半期】","能力（期末）（2015＝100.0）"
"0003404074","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合原指数【年・年度・四半期】 能力（平均）（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","1350","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合原指数【年・年度・四半期】","能力（平均）（2015＝100.0）"
"0003404075","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合原指数【年・年度・四半期】 稼働率（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","1350","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合原指数【年・年度・四半期】","稼働率（2015＝100.0）"
"0004017321","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合季節調整済指数【月次】 稼働率（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","1900","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合季節調整済指数【月次】","稼働率（2020＝100.0）"
"0004017322","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合原指数【月次】 能力（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","1900","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合原指数【月次】","能力（2020＝100.0）"
"0004017323","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合原指数【月次】 稼働率（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","1900","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合原指数【月次】","稼働率（2020＝100.0）"
"0004017324","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合季節調整済指数【四半期】 稼働率（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","650","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合季節調整済指数【四半期】","稼働率（2020＝100.0）"
"0004017325","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合原指数【年・年度・四半期】 能力（期末）（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","950","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合原指数【年・年度・四半期】","能力（期末）（2020＝100.0）"
"0004017326","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合原指数【年・年度・四半期】 能力（平均）（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","950","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合原指数【年・年度・四半期】","能力（平均）（2020＝100.0）"
"0004017327","稼働率指数・生産能力指数 時系列データ（2020年基準）","総合原指数【年・年度・四半期】 稼働率（2020＝100.0）","-","202401-202412","2024-05-16","0","該当なし","950","2024-06-20","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2020年基準）","総合原指数【年・年度・四半期】","稼働率（2020＝100.0）"
